ISIN,SYMBOL,SERIES,TYPE,HAIRCUT
INF917K01AV1,LNT221P,DP,OMF,7.5
INF917K01AX7,LNT222,DR,OMF,7.5
INF917K01551,LNT415,DR,OMF,7.5
INF917K01FU2,LNT415D,DR,OMF,7.5
INF917K01544,LNT415P,DP,OMF,7.5
INF917K01536,LNT416,GR,OMF,7.5
INF917K01FW8,LNT416D,GR,OMF,7.5
INF917K01HG7,LNT54LD,DR,GMF,10
INF917K01TX7,LNTFCADD,DR,OMF,7.5
INF917K01TY5,LNTFCDDP,DP,OMF,7.5
INF917K01LD6,LNTFCEDD,DR,OMF,7.5
INF917K01LE4,LNTFCEGD,GR,OMF,7.5
INF917K01IL5,LNTFCMDD,DR,OMF,7.5
INF917K01IM3,LNTFCMDP,DP,OMF,7.5
INF917K01IN1,LNTFCMGD,GR,OMF,7.5
INF917K01FA4,LNTFEFDD,DR,OMF,7.5
INF917K01FB2,LNTFEFDP,DP,OMF,7.5
INF917K01FC0,LNTFEFGD,GR,OMF,7.5
INF917K01FR8,LNTFISDD,DR,OMF,7.5
INF917K01FS6,LNTFISDP,DP,OMF,7.5
INF917K01FT4,LNTFISGD,GR,OMF,7.5
INF917K01HB8,LNTFIVDD,DR,OMF,7.5
INF917K01HC6,LNTFIVDP,DP,OMF,7.5
INF917K01HD4,LNTFIVGD,GR,OMF,7.5
INF917K01GO3,LNTFTADD,DP,OMF,7.5
INF917K01GP0,LNTFTAGD,GR,OMF,7.5
INF917K01QV7,LNTLADQP,DP,OMF,7.5
INF917K01QR5,LNTLARDG,GR,OMF,7.5
INF917K01QS3,LNTLARDM,DR,OMF,7.5
INF917K01QT1,LNTLARDP,DP,OMF,7.5
INF917K01QU9,LNTLARDQ,DR,OMF,7.5
INF917K01EJ8,LNTLCDD,DR,GMF,10
INF917K01EN0,LNTLCDG,GR,GMF,10
INF917K01EI0,LNTLCG,GR,GMF,10
INF917K01EM2,LNTLCMD,DR,GMF,10
INF917K01EL4,LNTLCMDP,DP,GMF,10
INF917K01EK6,LNTLCWD,DR,GMF,10
INF917K01XP5,LNTLEBDD,DR,OMF,7.5
INF917K01QA1,LNTLEBDG,GR,OMF,7.5
INF917K01PZ0,LNTLEBDP,DP,OMF,7.5
INF917K01HI3,LNTLFMDD,DR,OMF,7.5
INF917K01HH5,LNTLFSGD,GR,OMF,7.5
INF767K01519,LPDDD,DP,OMF,7.5
INF767K01527,LPDDR,DR,OMF,7.5
INF767K01GI4,LPG1G,GR,OMF,7.5
INF767K01535,LPGPG,GR,OMF,7.5
INF767K01543,LPMDD,DP,OMF,7.5
INF767K01550,LPMDR,DR,OMF,7.5
INF767K01568,LPWDD,DP,OMF,7.5
INF767K01576,LPWDR,DR,OMF,7.5
INF397L01935,LQDDR,DR,GMF,10
INF397L01984,LQG,GR,GMF,10
INF247L01551,LTDPD,DP,OMF,7.5
INF247L01569,LTGDG,GR,OMF,7.5
INF247L01544,LTGPG,GR,OMF,7.5
INF917K01CH6,LTOPSTDDP,DP,OMF,7.5
INF917K01CI4,LTOPSTDDR,DR,OMF,7.5
INF917K01CL8,LTOPSTDG,GR,OMF,7.5
INF917K01CJ2,LTOPSTDQDP,DP,OMF,7.5
INF917K01CK0,LTOPSTDQDR,DR,OMF,7.5
INF247L01577,LTPDD,DP,OMF,7.5
INF200K01115,MBALF-DP,DP,OMF,7.5
INF200K01123,MBALF-DR,DR,OMF,7.5
INF200K01107,MBALF-G,GR,OMF,7.5
INF767K01ND1,MCD1D,DP,OMF,7.5
INF767K01NF6,MCD1R,DR,OMF,7.5
INF767K01NA7,MCDPD,DP,OMF,7.5
INF767K01NC3,MCDPR,DR,OMF,7.5
INF767K01NE9,MCG1G,GR,OMF,7.5
INF767K01NB5,MCGPG,GR,OMF,7.5
INF200K01198,MEF-DP,DP,OMF,7.5
INF200K01206,MEF-DR,DR,OMF,7.5
INF200K01214,MEF-G,GR,OMF,7.5
INF204KB19V4,MFDAG,GR,OMF,7.5
INF204KB10W1,MFDAP,DP,OMF,7.5
INF903J01QF2,MFDG,GR,GMF,10
INF903J01QC9,MFDL0,DP,GMF,10
INF903J01QD7,MFDM,DR,GMF,10
INF247L01171,MFDP,DP,OMF,7.5
INF247L01163,MFDP,DR,OMF,7.5
INF204KB18V6,MFDR,DR,OMF,7.5
INF903J01GU2,MFG,GR,GMF,10
INF247L01189,MFGD,GR,OMF,7.5
INF247L01155,MFGP,GR,OMF,7.5
INF247L01205,MFPDD,DP,OMF,7.5
INF204KB16V0,MFRG,GR,OMF,7.5
INF200K01255,MGLF-94-DP,DP,OMF,7.5
INF200K01263,MGLF-94-DR,DR,OMF,7.5
INF200K01271,MGLF-94-G,GR,OMF,7.5
INF200K01AK5,MG-LPR-G,GR,GMF,10
INF200K01990,MG-LR-DP,DP,GMF,10
INF200K01AA6,MG-LR-DR,DR,GMF,10
INF200K01982,MG-LR-G,GR,GMF,10
INF200K01578,MIDCAP-DP,DP,OMF,7.5
INF200K01586,MIDCAP-DR,DR,OMF,7.5
INF200K01560,MIDCAP-G,GR,OMF,7.5
INF200K01693,MIF-FL-DP,DP,OMF,7.5
INF200K01701,MIF-FL-DR,DR,OMF,7.5
INF200K01685,MIF-FL-G,GR,OMF,7.5
INF200K01644,MIF-FS-DP,DP,GMF,10
INF200K01651,MIF-FS-DR,DR,GMF,10
INF200K01636,MIF-FS-G,GR,GMF,10
INF200K01669,MIF-FS-WDP,DP,GMF,10
INF200K01677,MIF-FS-WDR,DR,GMF,10
INF200K01545,MINDEX-DP,DP,OMF,7.5
INF200K01552,MINDEX-DR,DR,OMF,7.5
INF200K01537,MINDEX-G,GR,OMF,7.5
INF769K01CM1,MIRAECFD1,GR,GMF,10
INF769K01CP4,MIRAECFD3,DR,GMF,10
INF769K01CN9,MIRAECFD4,DP,GMF,10
INF769K01CQ2,MIRAECFD4,DR,GMF,10
INF769K01838,MIRAECFDMD,DP,GMF,10
INF769K01820,MIRAECFDMR,DR,GMF,10
INF769K01812,MIRAECFDWR,DR,GMF,10
INF769K01788,MIRAECFGPG,GR,GMF,10
INF769K01BI1,MIRAEEBD1,GR,OMF,7.5
INF769K01BJ9,MIRAEEBD2,DP,OMF,7.5
INF769K01BK7,MIRAEEBD2,DR,OMF,7.5
INF769K01127,MIRAEEBRDD,DP,OMF,7.5
INF769K01119,MIRAEEBRDR,DR,OMF,7.5
INF769K01101,MIRAEEBRGG,GR,OMF,7.5
INF769K01EU0,MIRAEFFD1,GR,OMF,7.5
INF769K01ET2,MIRAEFFD2,DP,OMF,7.5
INF769K01EW6,MIRAEFFD2,DR,OMF,7.5
INF769K01ER6,MIRAEFFRD,DP,OMF,7.5
INF769K01EV8,MIRAEFFRD,DR,OMF,7.5
INF769K01ES4,MIRAEFFRG,GR,OMF,7.5
INF769K01ED6,MIRAEHCD1,GR,OMF,7.5
INF769K01BL5,MIRAEICD1,GR,OMF,7.5
INF769K01BM3,MIRAEICD2,DP,OMF,7.5
INF769K01BN1,MIRAEICD2,DR,OMF,7.5
INF769K01150,MIRAEICRDD,DP,OMF,7.5
INF769K01143,MIRAEICRDR,DR,OMF,7.5
INF769K01135,MIRAEICRGG,GR,OMF,7.5
INF769K01AX2,MIRAEIOD1,GR,OMF,7.5
INF769K01AY0,MIRAEIOD2,DP,OMF,7.5
INF769K01AZ7,MIRAEIOD2,DR,OMF,7.5
INF769K01036,MIRAEIORDD,DP,OMF,7.5
INF769K01028,MIRAEIORDR,DR,OMF,7.5
INF769K01010,MIRAEIORGG,GR,OMF,7.5
INF769K01BO9,MIRAELPD1,GR,OMF,7.5
INF769K01937,MIRAELPIGG,GR,OMF,7.5
INF769K01960,MIRAELPIMD,DP,OMF,7.5
INF769K01AA0,MIRAELPIMR,DR,OMF,7.5
INF769K01994,MIRAELPIWR,DR,OMF,7.5
INF769K01FA9,MIRAEMCD1,GR,OMF,7.5
INF769K01EZ9,MIRAEMCD2,DP,OMF,7.5
INF769K01FC5,MIRAEMCD2,DR,OMF,7.5
INF769K01EX4,MIRAEMCRD,DP,OMF,7.5
INF769K01FB7,MIRAEMCRD,DR,OMF,7.5
INF769K01EY2,MIRAEMCRG,GR,OMF,7.5
INF769K01DH9,MIRAEPFD1,GR,OMF,7.5
INF769K01DI7,MIRAEPFD2,DP,OMF,7.5
INF769K01DJ5,MIRAEPFD2,DR,OMF,7.5
INF769K01DF3,MIRAEPFRDD,DP,OMF,7.5
INF769K01DG1,MIRAEPFRDR,DR,OMF,7.5
INF769K01DE6,MIRAEPFRGG,GR,OMF,7.5
INF769K01DM9,MIRAETSD1,GR,OMF,7.5
INF769K01DN7,MIRAETSD2,DR,OMF,7.5
INF769K01DL1,MIRAETSRDD,DP,OMF,7.5
INF769K01DK3,MIRAETSRGG,GR,OMF,7.5
INF200K01610,MLIF-98-DP,DP,OMF,7.5
INF200K01628,MLIF-98-DR,DR,OMF,7.5
INF200K01594,MLIF-98-G,GR,OMF,7.5
INF789F01XU8,MMD1R,DR,GMF,10
INF789F01XV6,MMD2G,GR,GMF,10
INF789F01PW0,MMIDR,DR,GMF,10
INF789F01PX8,MMIGG,GR,GMF,10
INF200K01909,MMIP-A-DP,DP,OMF,7.5
INF200K01917,MMIP-A-DR,DR,OMF,7.5
INF200K01859,MMIP-G,GR,OMF,7.5
INF200K01867,MMIP-M-DP,DP,OMF,7.5
INF200K01875,MMIP-M-DR,DR,OMF,7.5
INF200K01883,MMIP-Q-DP,DP,OMF,7.5
INF200K01891,MMIP-Q-DR,DR,OMF,7.5
INF789FA1L21,MMMID,DP,GMF,10
INF789FA1L39,MMMIR,DR,GMF,10
INF174V01044,MMMLFDG,GR,GMF,10
INF174V01010,MMMLFRG,GR,GMF,10
INF200K01289,MMPS-DP,DP,OMF,7.5
INF200K01297,MMPS-DR,DR,OMF,7.5
INF200K01305,MMPS-G,GR,OMF,7.5
INF200K01230,MMULTI-DP,DP,OMF,7.5
INF200K01248,MMULTI-DR,DR,OMF,7.5
INF200K01222,MMULTI-G,GR,OMF,7.5
INF247L01700,MN1GDG,GR,OMF,7.5
INF247L01445,MOFFMGDG,GR,OMF,7.5
INF247L01460,MOFFMPDD,DP,OMF,7.5
INF247L01452,MOFFMPDR,DR,OMF,7.5
INF247L01437,MOFMDPD,DP,OMF,7.5
INF247L01429,MOFMDPR,DR,OMF,7.5
INF247L01411,MOFMGPG,GR,OMF,7.5
INF247L01742,MOMFLFDDR,DR,GMF,10
INF247L01817,MOMFLFRDR,DR,GMF,10
INF200K01347,MSF-CON-DP,DP,OMF,8.5
INF200K01354,MSF-CON-DR,DR,OMF,8.5
INF200K01362,MSF-CON-G,GR,OMF,8.5
INF200K01388,MSF-EBF-DP,DP,OMF,7.5
INF200K01396,MSF-EBF-DR,DR,OMF,7.5
INF200K01370,MSF-EBF-G,GR,OMF,7.5
INF200K01453,MSF-PHA-DP,DP,OMF,7.5
INF200K01461,MSF-PHA-DR,DR,OMF,7.5
INF200K01446,MSF-PHA-G,GR,OMF,7.5
INF200K01479,MTGS-93-DP,DP,OMF,7.5
INF200K01495,MTGS-93-G,GR,OMF,7.5
INF179KA1D17,MTOPNDDPL0,DP,OMF,7.5
INF179KA1D33,MTOPRPNDP,DP,OMF,7.5
INF789F01XA0,NID2G,GR,OMF,7.5
INF789F01JN2,NIGPG,GR,OMF,7.5
INF204KB1YQ1,NLAGG,GR,OMF,7.5
INF789FC12T1,NYG1G,GR,OMF,7.5
INF789FC11T3,NYGPG,GR,OMF,7.5
INF336L01BM9,OCAPDD,DR,GMF,10
INF336L01BN7,OCAPG,GR,GMF,10
INF336L01BO5,OCAPMD,DR,GMF,10
INF336L01BP2,OCAPMP,DP,GMF,10
INF336L01BQ0,OCAPWD,DR,GMF,10
INF336L01LJ4,OCAPWP,DP,GMF,10
INF336L01CC8,OHCAPG,GR,GMF,10
INF336L01CB0,OHCPDD,DR,GMF,10
INF336L01OF6,OHNOG,GR,GMF,10
INF336L01OO8,OHNOMD,DR,GMF,10
INF336L01OP5,OHNOWP,DP,GMF,10
INF336L01OM2,ONODD,DR,GMF,10
INF336L01OL4,ONOG,GR,GMF,10
INF336L01OQ3,ONOMDP,DP,GMF,10
INF336L01ON0,ONOWD,DR,GMF,10
INF178L01BO1,PB208G,GR,OMF,7.5
INF178L01BP8,PB208MD,DR,OMF,7.5
INF178L01BQ6,PB208MP,DP,OMF,7.5
INF879O01027,PLTVFDP,GR,OMF,7.5
INF879O01019,PLTVFRPA,GR,OMF,7.5
INF173K01163,PMFEBRD,DP,OMF,7.5
INF173K01171,PMFEBRD,DR,OMF,7.5
INF173K01155,PMFEBRG,GR,OMF,7.5
INF173K01EG4,PMFEBZG,GR,OMF,7.5
INF173K01EI0,PMFEBZP,DP,OMF,7.5
INF173K01EH2,PMFEBZP,DR,OMF,7.5
INF173K01CI4,PMFSBDP,DP,OMF,7.5
INF173K01CJ2,PMFSBDP,DR,OMF,7.5
INF173K01CL8,PMFSBGP,GR,OMF,7.5
INF173K01FE6,PMFSBZG,GR,OMF,7.5
INF173K01FB2,PMFSBZP,DP,OMF,7.5
INF173K01FC0,PMFSBZP,DR,OMF,7.5
INF879O01035,PPLFLFG,GR,GMF,10
INF879O01068,PPLFLFGZ,GR,GMF,10
INF879O01076,PPLFLFMDPZ,DP,GMF,10
INF879O01084,PPLFLFMDZ,DR,GMF,10
INF223J01NS5,PRMCFD1,GR,GMF,10
INF223J01NR7,PRMCFD2,DR,GMF,10
INF223J01BU6,PRMCFWS,DR,GMF,10
INF663L01FG9,PRMDED1,DP,OMF,7.5
INF663L01FH7,PRMDED1,DR,OMF,7.5
INF663L01FK1,PRMDEDPP,DP,OMF,7.5
INF663L01FL9,PRMDEDPR,DR,OMF,7.5
INF663L01FF1,PRMDEG1,GR,OMF,7.5
INF663L01FJ3,PRMDEGP,GR,OMF,7.5
INF223J01NF2,PRMGAD1,GR,OMF,7.5
INF223J01NG0,PRMGAD2,DP,OMF,7.5
INF223J01AS2,PRMGADID,DP,OMF,7.5
INF223J01AT0,PRMGADIR,DR,OMF,7.5
INF223J01AU8,PRMGAGR,GR,OMF,7.5
INF663L01DW1,PRMMOD1,DP,OMF,7.5
INF663L01DX9,PRMMOD1,DR,OMF,7.5
INF663L01EB3,PRMMODP,DR,OMF,7.5
INF663L01EA5,PRMMODPP,DP,OMF,7.5
INF663L01DV3,PRMMOG1,GR,OMF,7.5
INF663L01DZ4,PRMMOGP,GR,OMF,7.5
INF082J01135,QMFLFDDR,DR,GMF,10
INF082J01127,QMFLFGPG,GR,GMF,10
INF082J01143,QMFLFMDP,DP,GMF,10
INF082J01200,QMFLFMDR,DR,GMF,10
INF082J01317,QMFLFRDR,DR,GMF,10
INF082J01309,QMFLFRGG,GR,GMF,10
INF204KA1U79,RBAPSUDDP,DP,OMF,7.5
INF204KA1U87,RBAPSUDDR,DR,OMF,7.5
INF204KA1U53,RBAPSUDGR,GR,OMF,7.5
INF204KA1T72,RBAPSUDP,DP,OMF,7.5
INF204KA1T80,RBAPSUDR,DR,OMF,7.5
INF204KA1V11,RBAPSUDWDP,DP,OMF,7.5
INF204KA1V29,RBAPSUDWDR,DR,OMF,7.5
INF204KA1T56,RBAPSUGR,GR,OMF,7.5
INF204KA1U38,RBAPSUMDP,DP,OMF,7.5
INF204KA1U46,RBAPSUMDR,DR,OMF,7.5
INF204K01XG7,REL200DPDP,DP,OMF,7.5
INF204K01XH5,REL200DPDP,DR,OMF,7.5
INF204K01XI3,REL200DPGP,GR,OMF,7.5
INF204KA1MV7,RELABDPMDP,DP,OMF,7.5
INF204KA1MW5,RELABDPMDR,DR,OMF,7.5
INF204KA1MT1,RELABRDMDP,DP,OMF,7.5
INF204KA1MU9,RELABRDMDR,DR,OMF,7.5
INF204K01YA8,RELABTDPDP,DP,OMF,7.5
INF204K01YB6,RELABTDPDP,DR,OMF,7.5
INF204K01XZ7,RELABTDPGR,GR,OMF,7.5
INF204K01IZ8,RELABTGADP,DP,OMF,7.5
INF204K01JA9,RELABTGADR,DR,OMF,7.5
INF204K01IY1,RELABTGAGF,GR,OMF,7.5
INF204K01XM5,RELBANDPDP,DP,OMF,7.5
INF204K01XN3,RELBANDPDP,DR,OMF,7.5
INF204K01XO1,RELBANDPGP,GR,OMF,7.5
INF204K01919,RELBANKGBP,GR,OMF,7.5
INF204K01893,RELBANKGDP,DP,OMF,7.5
INF204K01901,RELBANKGDR,DR,OMF,7.5
INF204K01927,RELBANKGGP,GR,OMF,8.5
INF204K01YH3,RELCASDPGP,GR,OMF,7.5
INF204K01YI1,RELCASDPMD,DP,OMF,7.5
INF204K01YJ9,RELCASDPMD,DR,OMF,7.5
INF204K01I76,RELDIVDPDP,DP,OMF,7.5
INF204K01I84,RELDIVDPDP,DR,OMF,7.5
INF204K01I92,RELDIVDPGP,GR,OMF,7.5
INF204K01FJ8,RELDYNBFDP,DP,OMF,7.5
INF204K01FK6,RELDYNBFDR,DR,OMF,7.5
INF204K01FI0,RELDYNBFGP,GR,OMF,7.5
INF204K01XB8,RELDYNBQDP,DP,OMF,7.5
INF204K01XC6,RELDYNBQDR,DR,OMF,7.5
INF204K01A25,RELDYNDPGP,GR,OMF,7.5
INF204K01554,RELEQADVBP,GR,OMF,7.5
INF204K01539,RELEQADVDP,DP,OMF,7.5
INF204K01547,RELEQADVDR,DR,OMF,7.5
INF204K01562,RELEQADVGP,GR,OMF,7.5
INF204K01471,RELEQOPPBP,GR,OMF,7.5
INF204K01455,RELEQOPPDP,DP,OMF,8.5
INF204K01463,RELEQOPPDR,DR,OMF,8.5
INF204K01489,RELEQOPPGP,GR,OMF,8.5
INF204K01CH9,RELFLRFMDP,DP,OMF,7.5
INF204K01CK3,RELFLRFMDR,DR,OMF,7.5
INF204K01CG1,RELFLRTFGP,GR,OMF,7.75
INF204K01E05,RELFSHDPGP,GR,OMF,7.5
INF204K01E62,RELGILDPAA,DR,GMF,10
INF204K01E70,RELGILDPAC,DP,GMF,10
INF204K01E88,RELGILDPDM,GR,GMF,10
INF204K01XQ6,RELGILDPDP,DP,GMF,10
INF204K01XR4,RELGILDPDP,DR,GMF,10
INF204K01XP8,RELGILDPGP,GR,GMF,10
INF204K01KO8,RELGLDSFDP,DP,OMF,7.5
INF204K01KP5,RELGLDSFDR,DR,OMF,7.5
INF204K01KN0,RELGLDSFGP,GR,OMF,7.5
INF204K01CA4,RELGLSRAAR,DR,GMF,10
INF204K01CC0,RELGLSRACA,GR,GMF,10
INF204K01CB2,RELGLSRMDO,GR,GMF,10
INF204K01BV2,RELGLSRPDP,DP,GMF,10
INF204K01BW0,RELGLSRPDR,DR,GMF,10
INF204K01BU4,RELGLSRPGP,GR,GMF,10
INF204K01YD2,RELGOLDPDP,DP,OMF,7.5
INF204K01YE0,RELGOLDPDP,DR,OMF,7.5
INF204K01YC4,RELGOLDPGP,GR,OMF,7.5
INF204K01E39,RELGRODPDP,DP,OMF,7.5
INF204K01E47,RELGRODPDP,DR,OMF,7.5
INF204K01E54,RELGRODPGP,GR,OMF,7.5
INF204K01315,RELGROWTBP,GR,OMF,7.5
INF204K01299,RELGROWTDP,DP,OMF,8.5
INF204K01307,RELGROWTDR,DR,OMF,8.5
INF204K01323,RELGROWTGP,GR,OMF,8.5
INF204K013R8,RELGSBDPQD,DP,OMF,7.5
INF204K014R6,RELGSBDRQD,DR,OMF,7.5
INF205K01205,RELIGARECF,DP,OMF,7.5
INF205K01189,RELIGARECF,GR,OMF,7.5
INF205K01197,RELIGARECF,DR,OMF,7.5
INF205K01262,RELIGAREGF,DP,OMF,7.5
INF205K01247,RELIGAREGF,GR,OMF,7.5
INF205K01254,RELIGAREGF,DR,OMF,7.5
INF205K01BC9,RELIGAREMC,GR,OMF,7.5
INF205K01BD7,RELIGAREMC,DP,OMF,7.5
INF205K01BE5,RELIGAREMC,DR,OMF,7.5
INF205K01DO0,RELIGAREMS,DP,OMF,7.5
INF205K01DN2,RELIGAREMS,GR,OMF,7.5
INF205K01DP7,RELIGAREMS,DR,OMF,7.5
INF205K01296,RELIGARETP,DP,OMF,7.5
INF205K01270,RELIGARETP,GR,OMF,7.5
INF205K01288,RELIGARETP,DR,OMF,100
INF204K01UC2,RELLIQCDDR,DR,OMF,7.5
INF204K01UF5,RELLIQCMDP,DP,OMF,7.5
INF204K01UG3,RELLIQCMDR,DR,OMF,7.5
INF204K01UE8,RELLIQCPGP,GR,OMF,7.5
INF204K01UD0,RELLIQCWDR,DR,OMF,7.5
INF204K01ZP3,RELLIQDPGP,GR,GMF,10
INF204K01ZQ1,RELLIQDPMD,DP,GMF,10
INF204K01ZR9,RELLIQDPMD,DR,GMF,10
INF204K01UM1,RELLIQTIDR,DR,GMF,10
INF204K01UO7,RELLIQTIMP,DP,GMF,10
INF204K01UP4,RELLIQTIMR,DR,GMF,10
INF204K01UQ2,RELLIQTIQP,DP,GMF,10
INF204K01UR0,RELLIQTIQR,DR,GMF,10
INF204K01US8,RELLIQTIWR,DR,GMF,10
INF204K01UL3,RELLIQTPGP,GR,GMF,10
INF204K01UN9,RELLIQTPIG,GR,GMF,10
INF204K01GF4,RELLNGEQDP,DP,OMF,7.5
INF204K01GG2,RELLNGEQDR,DR,OMF,7.5
INF204K01GE7,RELLNGEQGP,GR,OMF,7.5
INF204K01UY6,RELLQDTDDR,DR,GMF,10
INF204K01VB2,RELLQDTMDP,DP,GMF,10
INF204K01VC0,RELLQDTMDR,DR,GMF,10
INF204K01VD8,RELLQDTQDP,DP,GMF,10
INF204K01VE6,RELLQDTQDR,DR,GMF,10
INF204K01VA4,RELLQDTYGP,GR,GMF,10
INF204K01F79,RELLTEDPDP,DP,OMF,7.5
INF204K01F87,RELLTEDPDP,DR,OMF,7.5
INF204K01F95,RELLTEDPGP,GR,OMF,7.5
INF204K01ZH0,RELLTPDPGP,GR,GMF,10
INF204K01ZI8,RELLTPDPMD,DP,GMF,10
INF204K01ZJ6,RELLTPDPMD,DR,GMF,10
INF204K01EJ1,RELMEDIMDP,DP,OMF,7.5
INF204K01EK9,RELMEDIMDR,DR,OMF,7.5
INF204K01EL7,RELMEDIQDP,DP,OMF,7.5
INF204K01EM5,RELMEDIQDR,DR,OMF,7.5
INF204K01EF9,RELMEDIUGP,GR,OMF,7.5
INF204K01G03,RELMMFDPBP,GR,OMF,7.5
INF204KA1EK7,RELMMFDPDP,DP,OMF,7.5
INF204KA1EL5,RELMMFDPDR,DR,OMF,7.5
INF204K01ZU3,RELMMFDPGP,GR,OMF,7.5
INF204K01ZX7,RELMMFDPMD,DP,OMF,7.5
INF204K01ZY5,RELMMFDPMD,DR,OMF,7.5
INF204KA1EI1,RELMMFIDDP,DP,OMF,7.5
INF204KA1EJ9,RELMMFIDDR,DR,OMF,7.5
INF204K01EX2,RELMMGRDDR,DR,OMF,7.5
INF204K01EN3,RELMMGRGP,GR,OMF,7.5
INF204K01ER4,RELMMGRMDP,DP,OMF,7.5
INF204K01ES2,RELMMGRMDR,DR,OMF,7.5
INF204K01OO0,RELMMGRWDP,DP,OMF,7.5
INF204K01EY0,RELMMGRWDR,DR,OMF,7.5
INF204K01EW4,RELMMIGPB,GR,OMF,7.5
INF204K01EV6,RELMMIGPG,GR,OMF,7.5
INF204K01EZ7,RELMMIMDP,DP,OMF,7.5
INF204K01FA7,RELMMIMDR,DR,OMF,7.5
INF204K01FB5,RELMMIQDP,DP,OMF,7.5
INF204K01FC3,RELMMIQDR,DR,OMF,7.5
INF204K01C15,RELMTFDPGP,GR,OMF,7.5
INF204K01C72,RELMTFDPQD,DP,OMF,7.5
INF204K01C80,RELMTFDPQD,DR,OMF,7.5
INF204K01G78,RELNRIDPDP,DP,OMF,7.5
INF204K01G86,RELNRIDPDP,DR,OMF,7.5
INF204K01G94,RELNRIDPGP,GR,OMF,7.5
INF204K01570,RELNRIRPDP,DP,OMF,7.5
INF204K01588,RELNRIRPDR,DR,OMF,7.5
INF204K01604,RELNRIRPGR,GR,OMF,7.5
INF204K01XD4,RELOPPDPDP,DP,OMF,7.5
INF204K01XE2,RELOPPDPDP,DR,OMF,7.5
INF204K01XF9,RELOPPDPGP,GR,OMF,7.5
INF204K01I35,RELPHADPDP,DP,OMF,7.5
INF204K01I43,RELPHADPDP,DR,OMF,7.5
INF204K01I50,RELPHADPGP,GR,OMF,7.5
INF204K01950,RELPHARMBP,GR,OMF,7.5
INF204K01935,RELPHARMDP,DP,OMF,7.5
INF204K01943,RELPHARMDR,DR,OMF,7.5
INF204K01968,RELPHARMGP,GR,OMF,7.5
INF204K01AD2,RELPOWERBP,GR,OMF,7.5
INF204K01AB6,RELPOWERDP,DP,OMF,7.5
INF204K01AC4,RELPOWERDR,DR,OMF,7.5
INF204K01AE0,RELPOWERGP,GR,OMF,7.5
INF204K01FX9,RELREGSBDP,DP,OMF,7.5
INF204K01FY7,RELREGSBDR,DR,OMF,7.5
INF204K01FW1,RELREGSBGP,GR,OMF,7.5
INF204K01FR1,RELREGSDDP,DP,OMF,7.5
INF204K01FS9,RELREGSDDR,DR,OMF,7.5
INF204K01FQ3,RELREGSDGP,GR,OMF,8.5
INF204K01GC1,RELREGSEDP,DP,OMF,7.5
INF204K01GD9,RELREGSEDR,DR,OMF,7.5
INF204K01GB3,RELREGSEGP,GR,OMF,8.5
INF204KA1B80,RELREWCB,GR,OMF,7.5
INF204KA1C14,RELREWCDDP,DP,OMF,7.5
INF204KA1B72,RELREWCDG,GR,OMF,7.5
INF204KA1C06,RELREWCDP,DP,OMF,7.5
INF204KA1B64,RELREWCG,GR,OMF,7.5
INF204K01B16,RELRSBDPDP,DP,OMF,7.5
INF204K01B24,RELRSBDPDP,DR,OMF,7.5
INF204K01B08,RELRSBDPGP,GR,OMF,7.5
INF204K01A74,RELRSDDPGP,GR,OMF,7.5
INF204K01K23,RELRSEDPDP,DP,OMF,7.5
INF204K01K31,RELRSEDPDP,DR,OMF,7.5
INF204K01K49,RELRSEDPGP,GR,OMF,7.5
INF204K01B40,RELSHODPDP,DP,OMF,7.5
INF204K01B32,RELSHODPGP,GR,OMF,7.5
INF204KA1ES0,RELSHODTDP,DP,OMF,7.5
INF204KA1ET8,RELSHODTDR,DR,OMF,7.5
INF204KA1EQ4,RELSHORTDP,DP,OMF,7.5
INF204KA1ER2,RELSHORTDR,DR,OMF,7.5
INF204K01FL4,RELSHORTGP,GR,OMF,8
INF204K01FM2,RELSHORTMP,DP,OMF,7.5
INF204K01FN0,RELSHORTMR,DR,OMF,7.5
INF204K01FO8,RELSHORTQP,DP,OMF,7.5
INF204K01FP5,RELSHORTQR,DR,OMF,7.5
INF204K01J83,RELSMADPBP,GR,OMF,7.5
INF204K01J91,RELSMADPDP,DP,OMF,7.5
INF204K01K07,RELSMADPDP,DR,OMF,7.5
INF204K01K15,RELSMADPGP,GR,OMF,7.5
INF204K01HZ0,RELSMLCPBP,GR,OMF,7.5
INF204K01IA1,RELSMLCPDP,DP,OMF,7.5
INF204K01IB9,RELSMLCPDR,DR,OMF,7.5
INF204K01HY3,RELSMLCPGR,GR,OMF,7.5
INF204KA1E04,RELTAXADDP,DP,OMF,7.5
INF204K01L30,RELTAXDPDP,DP,OMF,7.5
INF204K01L48,RELTAXDPDP,DR,OMF,7.5
INF204K01L55,RELTAXDPGP,GR,OMF,7.5
INF204K01GL2,RELTAXTSDP,DP,OMF,7.5
INF204K01GM0,RELTAXTSDR,DR,OMF,7.5
INF204K01GK4,RELTAXTSGP,GR,OMF,7.5
INF204K01F04,RELVISDPDP,DP,OMF,7.5
INF204K01F12,RELVISDPDP,DR,OMF,7.5
INF204K01F20,RELVISDPGP,GR,OMF,7.5
INF204K01398,RELVISINBP,GR,OMF,7.5
INF204K01372,RELVISINDP,DP,OMF,8.5
INF204K01380,RELVISINDR,DR,OMF,8.5
